STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,FREQ,Frequency of observation,MEASURE,Measure,UNIT_MEASURE,Unit of measure,AGE,Age,SEX,Sex,SOCIO_ECON_STATUS,Socio-economic status,DEATH_CAUSE,Cause of death,CALC_METHODOLOGY,Calculation methodology,GESTATION_THRESHOLD,Gestation period threshold,HEALTH_STATUS,Health status,DISEASE,Disease,CANCER_SITE,Cancer site,TIME_PERIOD,Time period,OBS_VALUE,Observation value,DECIMALS,Decimals,OBS_STATUS,Observation status,OBS_STATUS2,Observation status 2,OBS_STATUS3,Observation status 3,UNIT_MULT,Unit multiplier
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_PHS(1.1),Perceived health status,I,NZL,New Zealand,A,Annual,PHS,Perceived health status,PT_POP_AGE,Percentage of population in the same age,Y_GE15,15 years or over,M,Male,_Z,Not applicable,_Z,Not applicable,CRUDE,Crude rate,_Z,Not applicable,F,"Fair (not good, not bad) health",_Z,Not applicable,_Z,Not applicable,2023,,10,,1,One,D,Definition differs,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_PHS(1.1),Perceived health status,I,NZL,New Zealand,A,Annual,PHS,Perceived health status,PT_POP_AGE,Percentage of population in the same age,Y_GE15,15 years or over,F,Female,_Z,Not applicable,_Z,Not applicable,CRUDE,Crude rate,_Z,Not applicable,F,"Fair (not good, not bad) health",_Z,Not applicable,_Z,Not applicable,2023,,11.7,,1,One,D,Definition differs,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_PHS(1.1),Perceived health status,I,NZL,New Zealand,A,Annual,PHS,Perceived health status,PT_POP_AGE,Percentage of population in the same age,Y_GE15,15 years or over,F,Female,_Z,Not applicable,_Z,Not applicable,CRUDE,Crude rate,_Z,Not applicable,B,Bad/very bad health,_Z,Not applicable,_Z,Not applicable,2023,,3.1,,1,One,D,Definition differs,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_PHS(1.1),Perceived health status,I,NZL,New Zealand,A,Annual,PHS,Perceived health status,PT_POP_AGE,Percentage of population in the same age,Y_GE15,15 years or over,_T,Total,_Z,Not applicable,_Z,Not applicable,CRUDE,Crude rate,_Z,Not applicable,F,"Fair (not good, not bad) health",_Z,Not applicable,_Z,Not applicable,2023,,10.9,,1,One,D,Definition differs,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_PHS(1.1),Perceived health status,I,NZL,New Zealand,A,Annual,PHS,Perceived health status,PT_POP_AGE,Percentage of population in the same age,Y_GE15,15 years or over,_T,Total,_Z,Not applicable,_Z,Not applicable,CRUDE,Crude rate,_Z,Not applicable,B,Bad/very bad health,_Z,Not applicable,_Z,Not applicable,2023,,3,,1,One,D,Definition differs,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_PHS(1.1),Perceived health status,I,NZL,New Zealand,A,Annual,PHS,Perceived health status,PT_POP_AGE,Percentage of population in the same age,Y_GE15,15 years or over,_T,Total,_Z,Not applicable,_Z,Not applicable,CRUDE,Crude rate,_Z,Not applicable,B,Bad/very bad health,_Z,Not applicable,_Z,Not applicable,2024,,2.9,,1,One,D,Definition differs,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_PHS(1.1),Perceived health status,I,NZL,New Zealand,A,Annual,PHS,Perceived health status,PT_POP_AGE,Percentage of population in the same age,Y_GE15,15 years or over,_T,Total,_Z,Not applicable,_Z,Not applicable,CRUDE,Crude rate,_Z,Not applicable,F,"Fair (not good, not bad) health",_Z,Not applicable,_Z,Not applicable,2024,,11.7,,1,One,D,Definition differs,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_PHS(1.1),Perceived health status,I,NZL,New Zealand,A,Annual,PHS,Perceived health status,PT_POP_AGE,Percentage of population in the same age,Y_GE15,15 years or over,F,Female,_Z,Not applicable,_Z,Not applicable,CRUDE,Crude rate,_Z,Not applicable,B,Bad/very bad health,_Z,Not applicable,_Z,Not applicable,2024,,3.1,,1,One,D,Definition differs,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_PHS(1.1),Perceived health status,I,NZL,New Zealand,A,Annual,PHS,Perceived health status,PT_POP_AGE,Percentage of population in the same age,Y_GE15,15 years or over,F,Female,_Z,Not applicable,_Z,Not applicable,CRUDE,Crude rate,_Z,Not applicable,F,"Fair (not good, not bad) health",_Z,Not applicable,_Z,Not applicable,2024,,12.8,,1,One,D,Definition differs,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_PHS(1.1),Perceived health status,I,NZL,New Zealand,A,Annual,PHS,Perceived health status,PT_POP_AGE,Percentage of population in the same age,Y_GE15,15 years or over,M,Male,_Z,Not applicable,_Z,Not applicable,CRUDE,Crude rate,_Z,Not applicable,F,"Fair (not good, not bad) health",_Z,Not applicable,_Z,Not applicable,2024,,10.3,,1,One,D,Definition differs,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_PHS(1.1),Perceived health status,I,NZL,New Zealand,A,Annual,PHS,Perceived health status,PT_POP_AGE,Percentage of population in the same age,Y_GE15,15 years or over,M,Male,_Z,Not applicable,_Z,Not applicable,CRUDE,Crude rate,_Z,Not applicable,B,Bad/very bad health,_Z,Not applicable,_Z,Not applicable,2024,,2.6,,1,One,D,Definition differs,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_PHS(1.1),Perceived health status,I,CAN,Canada,A,Annual,PHS,Perceived health status,PT_POP_AGE,Percentage of population in the same age,Y_GE15,15 years or over,_T,Total,_Z,Not applicable,_Z,Not applicable,CRUDE,Crude rate,_Z,Not applicable,F,"Fair (not good, not bad) health",_Z,Not applicable,_Z,Not applicable,2015,,8,,1,One,B,Time series break,D,Definition differs,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_PHS(1.1),Perceived health status,I,CAN,Canada,A,Annual,PHS,Perceived health status,PT_POP_AGE,Percentage of population in the same age,Y_GE15,15 years or over,F,Female,_Z,Not applicable,_Z,Not applicable,CRUDE,Crude rate,_Z,Not applicable,F,"Fair (not good, not bad) health",_Z,Not applicable,_Z,Not applicable,2015,,8.4,,1,One,B,Time series break,D,Definition differs,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_PHS(1.1),Perceived health status,I,CAN,Canada,A,Annual,PHS,Perceived health status,PT_POP_AGE,Percentage of population in the same age,Y_GE15,15 years or over,M,Male,_Z,Not applicable,_Z,Not applicable,CRUDE,Crude rate,_Z,Not applicable,F,"Fair (not good, not bad) health",_Z,Not applicable,_Z,Not applicable,2015,,7.5,,1,One,B,Time series break,D,Definition differs,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_PHS(1.1),Perceived health status,I,CAN,Canada,A,Annual,PHS,Perceived health status,PT_POP_AGE,Percentage of population in the same age,Y_GE15,15 years or over,F,Female,_Z,Not applicable,_Z,Not applicable,CRUDE,Crude rate,_Z,Not applicable,B,Bad/very bad health,_Z,Not applicable,_Z,Not applicable,2015,,3,,1,One,B,Time series break,D,Definition differs,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_PHS(1.1),Perceived health status,I,CAN,Canada,A,Annual,PHS,Perceived health status,PT_POP_AGE,Percentage of population in the same age,Y_GE15,15 years or over,_T,Total,_Z,Not applicable,_Z,Not applicable,CRUDE,Crude rate,_Z,Not applicable,B,Bad/very bad health,_Z,Not applicable,_Z,Not applicable,2015,,3.1,,1,One,B,Time series break,D,Definition differs,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_PHS(1.1),Perceived health status,I,CAN,Canada,A,Annual,PHS,Perceived health status,PT_POP_AGE,Percentage of population in the same age,Y_GE15,15 years or over,M,Male,_Z,Not applicable,_Z,Not applicable,CRUDE,Crude rate,_Z,Not applicable,B,Bad/very bad health,_Z,Not applicable,_Z,Not applicable,2015,,3.1,,1,One,B,Time series break,D,Definition differs,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_PHS(1.1),Perceived health status,I,CAN,Canada,A,Annual,PHS,Perceived health status,PT_POP_AGE,Percentage of population in the same age,Y_GE15,15 years or over,_T,Total,_Z,Not applicable,_Z,Not applicable,CRUDE,Crude rate,_Z,Not applicable,F,"Fair (not good, not bad) health",_Z,Not applicable,_Z,Not applicable,2023,,11.2,,1,One,B,Time series break,D,Definition differs,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_PHS(1.1),Perceived health status,I,CAN,Canada,A,Annual,PHS,Perceived health status,PT_POP_AGE,Percentage of population in the same age,Y_GE15,15 years or over,F,Female,_Z,Not applicable,_Z,Not applicable,CRUDE,Crude rate,_Z,Not applicable,F,"Fair (not good, not bad) health",_Z,Not applicable,_Z,Not applicable,2023,,11.7,,1,One,B,Time series break,D,Definition differs,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_PHS(1.1),Perceived health status,I,CAN,Canada,A,Annual,PHS,Perceived health status,PT_POP_AGE,Percentage of population in the same age,Y_GE15,15 years or over,M,Male,_Z,Not applicable,_Z,Not applicable,CRUDE,Crude rate,_Z,Not applicable,F,"Fair (not good, not bad) health",_Z,Not applicable,_Z,Not applicable,2023,,10.7,,1,One,B,Time series break,D,Definition differs,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_PHS(1.1),Perceived health status,I,CAN,Canada,A,Annual,PHS,Perceived health status,PT_POP_AGE,Percentage of population in the same age,Y_GE15,15 years or over,F,Female,_Z,Not applicable,_Z,Not applicable,CRUDE,Crude rate,_Z,Not applicable,B,Bad/very bad health,_Z,Not applicable,_Z,Not applicable,2023,,3.4,,1,One,B,Time series break,D,Definition differs,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_PHS(1.1),Perceived health status,I,CAN,Canada,A,Annual,PHS,Perceived health status,PT_POP_AGE,Percentage of population in the same age,Y_GE15,15 years or over,_T,Total,_Z,Not applicable,_Z,Not applicable,CRUDE,Crude rate,_Z,Not applicable,B,Bad/very bad health,_Z,Not applicable,_Z,Not applicable,2023,,3.2,,1,One,B,Time series break,D,Definition differs,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_PHS(1.1),Perceived health status,I,CAN,Canada,A,Annual,PHS,Perceived health status,PT_POP_AGE,Percentage of population in the same age,Y_GE15,15 years or over,M,Male,_Z,Not applicable,_Z,Not applicable,CRUDE,Crude rate,_Z,Not applicable,B,Bad/very bad health,_Z,Not applicable,_Z,Not applicable,2023,,3,,1,One,B,Time series break,D,Definition differs,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_PHS(1.1),Perceived health status,I,CAN,Canada,A,Annual,PHS,Perceived health status,PT_POP_AGE,Percentage of population in the same age,Y_GE15,15 years or over,M,Male,_Z,Not applicable,_Z,Not applicable,CRUDE,Crude rate,_Z,Not applicable,B,Bad/very bad health,_Z,Not applicable,_Z,Not applicable,2001,,2.9,,1,One,D,Definition differs,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_PHS(1.1),Perceived health status,I,CAN,Canada,A,Annual,PHS,Perceived health status,PT_POP_AGE,Percentage of population in the same age,Y_GE15,15 years or over,F,Female,_Z,Not applicable,_Z,Not applicable,CRUDE,Crude rate,_Z,Not applicable,B,Bad/very bad health,_Z,Not applicable,_Z,Not applicable,2001,,3.3,,1,One,D,Definition differs,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_PHS(1.1),Perceived health status,I,CAN,Canada,A,Annual,PHS,Perceived health status,PT_POP_AGE,Percentage of population in the same age,Y_GE15,15 years or over,_T,Total,_Z,Not applicable,_Z,Not applicable,CRUDE,Crude rate,_Z,Not applicable,B,Bad/very bad health,_Z,Not applicable,_Z,Not applicable,2001,,3.1,,1,One,D,Definition differs,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_PHS(1.1),Perceived health status,I,CAN,Canada,A,Annual,PHS,Perceived health status,PT_POP_AGE,Percentage of population in the same age,Y_GE15,15 years or over,M,Male,_Z,Not applicable,_Z,Not applicable,CRUDE,Crude rate,_Z,Not applicable,F,"Fair (not good, not bad) health",_Z,Not applicable,_Z,Not applicable,2001,,8.7,,1,One,D,Definition differs,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_PHS(1.1),Perceived health status,I,CAN,Canada,A,Annual,PHS,Perceived health status,PT_POP_AGE,Percentage of population in the same age,Y_GE15,15 years or over,F,Female,_Z,Not applicable,_Z,Not applicable,CRUDE,Crude rate,_Z,Not applicable,F,"Fair (not good, not bad) health",_Z,Not applicable,_Z,Not applicable,2001,,9.8,,1,One,D,Definition differs,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_PHS(1.1),Perceived health status,I,CAN,Canada,A,Annual,PHS,Perceived health status,PT_POP_AGE,Percentage of population in the same age,Y_GE15,15 years or over,_T,Total,_Z,Not applicable,_Z,Not applicable,CRUDE,Crude rate,_Z,Not applicable,F,"Fair (not good, not bad) health",_Z,Not applicable,_Z,Not applicable,2001,,9.2,,1,One,D,Definition differs,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_PHS(1.1),Perceived health status,I,CAN,Canada,A,Annual,PHS,Perceived health status,PT_POP_AGE,Percentage of population in the same age,Y_GE15,15 years or over,_T,Total,_Z,Not applicable,_Z,Not applicable,CRUDE,Crude rate,_Z,Not applicable,F,"Fair (not good, not bad) health",_Z,Not applicable,_Z,Not applicable,2003,,9.1,,1,One,D,Definition differs,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_PHS(1.1),Perceived health status,I,CAN,Canada,A,Annual,PHS,Perceived health status,PT_POP_AGE,Percentage of population in the same age,Y_GE15,15 years or over,F,Female,_Z,Not applicable,_Z,Not applicable,CRUDE,Crude rate,_Z,Not applicable,F,"Fair (not good, not bad) health",_Z,Not applicable,_Z,Not applicable,2003,,10,,1,One,D,Definition differs,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_PHS(1.1),Perceived health status,I,CAN,Canada,A,Annual,PHS,Perceived health status,PT_POP_AGE,Percentage of population in the same age,Y_GE15,15 years or over,M,Male,_Z,Not applicable,_Z,Not applicable,CRUDE,Crude rate,_Z,Not applicable,F,"Fair (not good, not bad) health",_Z,Not applicable,_Z,Not applicable,2003,,8.2,,1,One,D,Definition differs,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_PHS(1.1),Perceived health status,I,CAN,Canada,A,Annual,PHS,Perceived health status,PT_POP_AGE,Percentage of population in the same age,Y_GE15,15 years or over,_T,Total,_Z,Not applicable,_Z,Not applicable,CRUDE,Crude rate,_Z,Not applicable,B,Bad/very bad health,_Z,Not applicable,_Z,Not applicable,2003,,2.7,,1,One,D,Definition differs,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_PHS(1.1),Perceived health status,I,CAN,Canada,A,Annual,PHS,Perceived health status,PT_POP_AGE,Percentage of population in the same age,Y_GE15,15 years or over,F,Female,_Z,Not applicable,_Z,Not applicable,CRUDE,Crude rate,_Z,Not applicable,B,Bad/very bad health,_Z,Not applicable,_Z,Not applicable,2003,,2.9,,1,One,D,Definition differs,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_PHS(1.1),Perceived health status,I,CAN,Canada,A,Annual,PHS,Perceived health status,PT_POP_AGE,Percentage of population in the same age,Y_GE15,15 years or over,M,Male,_Z,Not applicable,_Z,Not applicable,CRUDE,Crude rate,_Z,Not applicable,B,Bad/very bad health,_Z,Not applicable,_Z,Not applicable,2003,,2.5,,1,One,D,Definition differs,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_PHS(1.1),Perceived health status,I,CAN,Canada,A,Annual,PHS,Perceived health status,PT_POP_AGE,Percentage of population in the same age,Y_GE15,15 years or over,M,Male,_Z,Not applicable,_Z,Not applicable,CRUDE,Crude rate,_Z,Not applicable,F,"Fair (not good, not bad) health",_Z,Not applicable,_Z,Not applicable,2005,,8.2,,1,One,D,Definition differs,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_PHS(1.1),Perceived health status,I,CAN,Canada,A,Annual,PHS,Perceived health status,PT_POP_AGE,Percentage of population in the same age,Y_GE15,15 years or over,M,Male,_Z,Not applicable,_Z,Not applicable,CRUDE,Crude rate,_Z,Not applicable,B,Bad/very bad health,_Z,Not applicable,_Z,Not applicable,2005,,2.8,,1,One,D,Definition differs,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_PHS(1.1),Perceived health status,I,CAN,Canada,A,Annual,PHS,Perceived health status,PT_POP_AGE,Percentage of population in the same age,Y_GE15,15 years or over,F,Female,_Z,Not applicable,_Z,Not applicable,CRUDE,Crude rate,_Z,Not applicable,B,Bad/very bad health,_Z,Not applicable,_Z,Not applicable,2005,,3,,1,One,D,Definition differs,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_PHS(1.1),Perceived health status,I,CAN,Canada,A,Annual,PHS,Perceived health status,PT_POP_AGE,Percentage of population in the same age,Y_GE15,15 years or over,_T,Total,_Z,Not applicable,_Z,Not applicable,CRUDE,Crude rate,_Z,Not applicable,B,Bad/very bad health,_Z,Not applicable,_Z,Not applicable,2005,,2.9,,1,One,D,Definition differs,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_PHS(1.1),Perceived health status,I,CAN,Canada,A,Annual,PHS,Perceived health status,PT_POP_AGE,Percentage of population in the same age,Y_GE15,15 years or over,F,Female,_Z,Not applicable,_Z,Not applicable,CRUDE,Crude rate,_Z,Not applicable,F,"Fair (not good, not bad) health",_Z,Not applicable,_Z,Not applicable,2005,,9,,1,One,D,Definition differs,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_PHS(1.1),Perceived health status,I,CAN,Canada,A,Annual,PHS,Perceived health status,PT_POP_AGE,Percentage of population in the same age,Y_GE15,15 years or over,_T,Total,_Z,Not applicable,_Z,Not applicable,CRUDE,Crude rate,_Z,Not applicable,F,"Fair (not good, not bad) health",_Z,Not applicable,_Z,Not applicable,2005,,8.6,,1,One,D,Definition differs,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_PHS(1.1),Perceived health status,I,CAN,Canada,A,Annual,PHS,Perceived health status,PT_POP_AGE,Percentage of population in the same age,Y_GE15,15 years or over,_T,Total,_Z,Not applicable,_Z,Not applicable,CRUDE,Crude rate,_Z,Not applicable,F,"Fair (not good, not bad) health",_Z,Not applicable,_Z,Not applicable,2007,,8.8,,1,One,D,Definition differs,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_PHS(1.1),Perceived health status,I,CAN,Canada,A,Annual,PHS,Perceived health status,PT_POP_AGE,Percentage of population in the same age,Y_GE15,15 years or over,F,Female,_Z,Not applicable,_Z,Not applicable,CRUDE,Crude rate,_Z,Not applicable,F,"Fair (not good, not bad) health",_Z,Not applicable,_Z,Not applicable,2007,,9.3,,1,One,D,Definition differs,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_PHS(1.1),Perceived health status,I,CAN,Canada,A,Annual,PHS,Perceived health status,PT_POP_AGE,Percentage of population in the same age,Y_GE15,15 years or over,M,Male,_Z,Not applicable,_Z,Not applicable,CRUDE,Crude rate,_Z,Not applicable,F,"Fair (not good, not bad) health",_Z,Not applicable,_Z,Not applicable,2007,,8.3,,1,One,D,Definition differs,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_PHS(1.1),Perceived health status,I,CAN,Canada,A,Annual,PHS,Perceived health status,PT_POP_AGE,Percentage of population in the same age,Y_GE15,15 years or over,_T,Total,_Z,Not applicable,_Z,Not applicable,CRUDE,Crude rate,_Z,Not applicable,B,Bad/very bad health,_Z,Not applicable,_Z,Not applicable,2007,,2.9,,1,One,D,Definition differs,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_PHS(1.1),Perceived health status,I,CAN,Canada,A,Annual,PHS,Perceived health status,PT_POP_AGE,Percentage of population in the same age,Y_GE15,15 years or over,F,Female,_Z,Not applicable,_Z,Not applicable,CRUDE,Crude rate,_Z,Not applicable,B,Bad/very bad health,_Z,Not applicable,_Z,Not applicable,2007,,2.9,,1,One,D,Definition differs,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_PHS(1.1),Perceived health status,I,CAN,Canada,A,Annual,PHS,Perceived health status,PT_POP_AGE,Percentage of population in the same age,Y_GE15,15 years or over,M,Male,_Z,Not applicable,_Z,Not applicable,CRUDE,Crude rate,_Z,Not applicable,B,Bad/very bad health,_Z,Not applicable,_Z,Not applicable,2007,,2.9,,1,One,D,Definition differs,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_PHS(1.1),Perceived health status,I,CAN,Canada,A,Annual,PHS,Perceived health status,PT_POP_AGE,Percentage of population in the same age,Y_GE15,15 years or over,M,Male,_Z,Not applicable,_Z,Not applicable,CRUDE,Crude rate,_Z,Not applicable,B,Bad/very bad health,_Z,Not applicable,_Z,Not applicable,2008,,3.2,,1,One,D,Definition differs,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_PHS(1.1),Perceived health status,I,CAN,Canada,A,Annual,PHS,Perceived health status,PT_POP_AGE,Percentage of population in the same age,Y_GE15,15 years or over,F,Female,_Z,Not applicable,_Z,Not applicable,CRUDE,Crude rate,_Z,Not applicable,B,Bad/very bad health,_Z,Not applicable,_Z,Not applicable,2008,,3.1,,1,One,D,Definition differs,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_PHS(1.1),Perceived health status,I,CAN,Canada,A,Annual,PHS,Perceived health status,PT_POP_AGE,Percentage of population in the same age,Y_GE15,15 years or over,_T,Total,_Z,Not applicable,_Z,Not applicable,CRUDE,Crude rate,_Z,Not applicable,B,Bad/very bad health,_Z,Not applicable,_Z,Not applicable,2008,,3.1,,1,One,D,Definition differs,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_PHS(1.1),Perceived health status,I,CAN,Canada,A,Annual,PHS,Perceived health status,PT_POP_AGE,Percentage of population in the same age,Y_GE15,15 years or over,M,Male,_Z,Not applicable,_Z,Not applicable,CRUDE,Crude rate,_Z,Not applicable,F,"Fair (not good, not bad) health",_Z,Not applicable,_Z,Not applicable,2008,,8.4,,1,One,D,Definition differs,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_PHS(1.1),Perceived health status,I,CAN,Canada,A,Annual,PHS,Perceived health status,PT_POP_AGE,Percentage of population in the same age,Y_GE15,15 years or over,F,Female,_Z,Not applicable,_Z,Not applicable,CRUDE,Crude rate,_Z,Not applicable,F,"Fair (not good, not bad) health",_Z,Not applicable,_Z,Not applicable,2008,,9,,1,One,D,Definition differs,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_PHS(1.1),Perceived health status,I,CAN,Canada,A,Annual,PHS,Perceived health status,PT_POP_AGE,Percentage of population in the same age,Y_GE15,15 years or over,_T,Total,_Z,Not applicable,_Z,Not applicable,CRUDE,Crude rate,_Z,Not applicable,F,"Fair (not good, not bad) health",_Z,Not applicable,_Z,Not applicable,2008,,8.7,,1,One,D,Definition differs,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_PHS(1.1),Perceived health status,I,CAN,Canada,A,Annual,PHS,Perceived health status,PT_POP_AGE,Percentage of population in the same age,Y_GE15,15 years or over,M,Male,_Z,Not applicable,_Z,Not applicable,CRUDE,Crude rate,_Z,Not applicable,F,"Fair (not good, not bad) health",_Z,Not applicable,_Z,Not applicable,2009,,8.7,,1,One,D,Definition differs,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_PHS(1.1),Perceived health status,I,CAN,Canada,A,Annual,PHS,Perceived health status,PT_POP_AGE,Percentage of population in the same age,Y_GE15,15 years or over,_T,Total,_Z,Not applicable,_Z,Not applicable,CRUDE,Crude rate,_Z,Not applicable,B,Bad/very bad health,_Z,Not applicable,_Z,Not applicable,2009,,2.5,,1,One,D,Definition differs,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_PHS(1.1),Perceived health status,I,CAN,Canada,A,Annual,PHS,Perceived health status,PT_POP_AGE,Percentage of population in the same age,Y_GE15,15 years or over,M,Male,_Z,Not applicable,_Z,Not applicable,CRUDE,Crude rate,_Z,Not applicable,B,Bad/very bad health,_Z,Not applicable,_Z,Not applicable,2009,,2.3,,1,One,D,Definition differs,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_PHS(1.1),Perceived health status,I,CAN,Canada,A,Annual,PHS,Perceived health status,PT_POP_AGE,Percentage of population in the same age,Y_GE15,15 years or over,_T,Total,_Z,Not applicable,_Z,Not applicable,CRUDE,Crude rate,_Z,Not applicable,F,"Fair (not good, not bad) health",_Z,Not applicable,_Z,Not applicable,2009,,8.8,,1,One,D,Definition differs,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_PHS(1.1),Perceived health status,I,CAN,Canada,A,Annual,PHS,Perceived health status,PT_POP_AGE,Percentage of population in the same age,Y_GE15,15 years or over,F,Female,_Z,Not applicable,_Z,Not applicable,CRUDE,Crude rate,_Z,Not applicable,B,Bad/very bad health,_Z,Not applicable,_Z,Not applicable,2009,,2.8,,1,One,D,Definition differs,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_PHS(1.1),Perceived health status,I,CAN,Canada,A,Annual,PHS,Perceived health status,PT_POP_AGE,Percentage of population in the same age,Y_GE15,15 years or over,F,Female,_Z,Not applicable,_Z,Not applicable,CRUDE,Crude rate,_Z,Not applicable,F,"Fair (not good, not bad) health",_Z,Not applicable,_Z,Not applicable,2009,,8.9,,1,One,D,Definition differs,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_PHS(1.1),Perceived health status,I,CAN,Canada,A,Annual,PHS,Perceived health status,PT_POP_AGE,Percentage of population in the same age,Y_GE15,15 years or over,M,Male,_Z,Not applicable,_Z,Not applicable,CRUDE,Crude rate,_Z,Not applicable,B,Bad/very bad health,_Z,Not applicable,_Z,Not applicable,2010,,2.8,,1,One,D,Definition differs,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_PHS(1.1),Perceived health status,I,CAN,Canada,A,Annual,PHS,Perceived health status,PT_POP_AGE,Percentage of population in the same age,Y_GE15,15 years or over,_T,Total,_Z,Not applicable,_Z,Not applicable,CRUDE,Crude rate,_Z,Not applicable,B,Bad/very bad health,_Z,Not applicable,_Z,Not applicable,2010,,2.9,,1,One,D,Definition differs,,,,,0,Units
